"Pred_common","Prey_Name_Clean","Len_bin","NStomachs","Percent_Occur","Percent_Weight"
"Pacific cod","Cephalopoda","(20,40]",7,0.385887541345094,0.200840656924749
"Pacific cod","Chionoecetes sp.","(60,80]",53,1.72920065252855,0.651324658189672
"Arrowtooth flounder","Appendicularia","(40,60]",2,0.0416579879191835,0.000509591709064117
"Walleye pollock","Unid Eggs","(20,40]",1,0.0413736036408771,0.00570624869451013
"Arrowtooth flounder","Octopoda","(40,60]",3,0.0624869818787753,0.0083885254925167
"Walleye pollock","Gadidae","(0,20]",1,0.0560224089635854,0.0992292895386158
"Walleye pollock","Crustacea","(60,80]",6,0.746268656716418,0.0176151411270825
"Walleye pollock","Amphipoda","(60,80]",3,0.373134328358209,0.0396235068997683
"Walleye pollock","Pleuronectiformes","(20,40]",6,0.248241621845263,0.0464032143837563
"Pacific cod","Gammaridea","(80,280]",7,3.72340425531915,0.00849098738560627
"Pacific cod","Fish Eggs","(80,280]",1,0.531914893617021,0.0210696216866738
"Pacific cod","Cnidaria","(20,40]",4,0.220507166482911,0.031829789497924
"Arrowtooth flounder","Mysidacea","(0,20]",11,1.35467980295567,0.48259729133578
"Arrowtooth flounder","Lepidopsetta bilineata","(0,20]",1,0.123152709359606,0.0046359009734465
"Pacific halibut","Cnidaria","(80,280]",5,0.448430493273543,0.030588548307317
"Pacific halibut","Ophiurida","(80,280]",10,0.896860986547085,0.00886781882308209
"Pacific halibut","Isopoda","(40,60]",27,1.11524163568773,0.0875309322368016
"Pacific halibut","Offal","(40,60]",23,0.950020652622883,1.67482262990205
"Pacific halibut","Lepidopsetta bilineata","(80,280]",2,0.179372197309417,0.193384832172711
"Pacific halibut","Caprellidae","(20,40]",8,0.677966101694915,0.0406994034323012
"Pacific cod","Ophiurida","(80,280]",1,0.531914893617021,1.4030824652613e-05
"Pacific halibut","Ophiurida","(20,40]",1,0.0847457627118644,0.000284710762030788
"Pacific halibut","Gadidae","(20,40]",6,0.508474576271186,0.395719488146593
"Arrowtooth flounder","Sebastolobus sp.","(60,80]",2,0.327868852459016,0.67841299957693
"Pacific halibut","Tunicata","(20,40]",1,0.0847457627118644,0.012826219829487
"Arrowtooth flounder","Offal","(20,40]",4,0.087719298245614,0.0509376290109468
"Pacific cod","Pholidae","(40,60]",5,0.0933184023889511,0.0391931281694206
"Pacific cod","Cottidae","(80,280]",4,2.12765957446809,0.181292285336412
"Pacific cod","Invertebrate","(20,40]",14,0.771775082690187,0.198345650234049
"Pacific cod","Mollusca","(0,20]",1,0.268817204301075,0.0954333245534675
"Pacific cod","Annelida","(0,20]",4,1.0752688172043,0.387459297687078
"Pacific halibut","Chionoecetes sp.","(60,80]",56,2.19006648416113,0.736902007248727
"Pacific halibut","Chionoecetes sp.","(40,60]",49,2.0239570425444,0.774809006607819
"Pacific cod","Ammodytidae","(80,280]",5,2.65957446808511,0.590606517514763
"Pacific cod","Clypeasteroida","(60,80]",2,0.065252854812398,0.00357375533545995
"Pacific cod","Isopoda","(80,280]",1,0.531914893617021,0.000210462369789194
"Pacific halibut","Hyperiidea","(80,280]",1,0.0896860986547085,0.000157780215812891
"Pacific halibut","Crangonidae","(80,280]",8,0.717488789237668,0.00624608233066947
"Pacific halibut","Chionoecetes sp.","(80,280]",18,1.61434977578475,0.207184894112362
"Pacific halibut","Chionoecetes sp.","(20,40]",21,1.77966101694915,0.555883527327013
"Pacific cod","Clypeasteroida","(40,60]",1,0.0186636804777902,0.000165345816664117
"Pacific cod","Crustacea","(80,280]",2,1.06382978723404,0.19097589281749
"Pacific cod","Brachyura","(80,280]",8,4.25531914893617,0.183880972484819
"Pacific cod","Unid","(80,280]",6,3.19148936170213,0.0726282253434755
"Arrowtooth flounder","Bathylagidae","(60,80]",2,0.327868852459016,0.0383687494603932
"Pacific cod","Holothuroidea","(20,40]",6,0.330760749724366,0.19930526819201
"Pacific halibut","Chionoecetes opilio","(60,80]",4,0.156433320297223,0.0739665658623748
"Arrowtooth flounder","Hyperiidea","(0,20]",6,0.738916256157635,0.037087207787572
"Arrowtooth flounder","Invertebrate","(20,40]",3,0.0657894736842105,0.00271178744374825
"Pacific halibut","Caprellidae","(0,20]",2,2.27272727272727,0.111336962850226
"Pacific halibut","Tunicata","(40,60]",3,0.123915737298637,0.0193439634929038
"Pacific halibut","Pholidae","(20,40]",10,0.847457627118644,0.563826957587672
"Pacific halibut","Pholidae","(60,80]",7,0.273758310520141,0.0257952975810227
"Pacific halibut","Invertebrate","(80,280]",8,0.717488789237668,0.02761959462934
"Pacific halibut","Agonidae","(0,20]",1,1.13636363636364,0.132787203399352
"Pacific halibut","Ammodytidae","(0,20]",1,1.13636363636364,0.806937620657603
"Pacific halibut","Unid","(0,20]",2,2.27272727272727,0.0796723220396114
"Pacific halibut","Euphausiacea","(0,20]",4,4.54545454545455,1.44125187689605
"Pacific halibut","Fish Eggs","(20,40]",1,0.0847457627118644,0.0142355381015394
"Pacific cod","Chionoecetes sp.","(20,40]",23,1.26791620727674,0.891677006537856
"Pacific halibut","Anomura","(60,80]",90,3.51974970668752,1.72302554335484
"Pacific halibut","Mysidacea","(20,40]",16,1.35593220338983,0.226487411195492
"Pacific halibut","Isopoda","(80,280]",3,0.269058295964126,0.000864434161102541
"Pacific halibut","Stichaeidae","(80,280]",3,0.269058295964126,0.0232675462935989
"Arrowtooth flounder","Gastropod","(60,80]",2,0.327868852459016,0.00121073624582603
"Pacific cod","Atheresthes evermanni","(40,60]",1,0.0186636804777902,0.034883031620109
"Pacific halibut","Clupeoidei","(60,80]",108,4.22369964802503,3.74265529832385
"Pacific cod","Gastropod","(80,280]",3,1.59574468085106,0.0102588712918355
"Arrowtooth flounder","Bivalvia","(60,80]",5,0.819672131147541,0.00480842297222152
"Pacific halibut","Cyclopteridae","(40,60]",8,0.330441966129699,0.188575559340603
"Pacific halibut","Sebastes sp.","(40,60]",8,0.330441966129699,0.497810938646825
"Arrowtooth flounder","Myctophidae","(60,80]",1,0.163934426229508,0.010430579062819
"Pacific halibut","Echinodermata","(60,80]",6,0.234649980445835,0.00674625363041217
"Pacific halibut","Tunicata","(60,80]",3,0.117324990222917,0.039960707490582
"Pacific cod","Macrouridae","(60,80]",1,0.032626427406199,0.00119204647613741
"Pacific halibut","Atheresthes evermanni","(80,280]",1,0.0896860986547085,0.21356592888294
"Arrowtooth flounder","Invertebrate","(60,80]",2,0.327868852459016,0.000197268634757806
"Pacific halibut","Octopoda","(0,20]",1,1.13636363636364,0.0306432007844659
"Arrowtooth flounder","Anomura","(40,60]",6,0.124973963757551,0.00648293959453751
"Pacific halibut","Lepidopsetta bilineata","(40,60]",1,0.0413052457662123,0.0117266003854078
"Arrowtooth flounder","Cumacea","(60,80]",1,0.163934426229508,0.00281107804529873
"Pacific halibut","Chionoecetes opilio","(20,40]",2,0.169491525423729,0.0226060345052446
"Pacific halibut","Clypeasteroida","(60,80]",3,0.117324990222917,0.00948380327351992
"Walleye pollock","Anomura","(40,60]",40,0.56980056980057,0.226669535801706
"Walleye pollock","Chionoecetes sp.","(60,80]",1,0.124378109452736,0.065475944237357
"Pacific cod","Clupeoidei","(40,60]",12,0.223964165733483,0.704268295448719
"Pacific halibut","Hyperiidea","(20,40]",2,0.169491525423729,0.00854132286092365
"Pacific cod","Appendicularia","(0,20]",7,1.88172043010753,1.59614143982165
"Pacific cod","Thecosomata","(60,80]",5,0.163132137030995,0.00153331235302018
"Pacific halibut","Gadus macrocephalus","(40,60]",8,0.330441966129699,0.527588620196931
"Arrowtooth flounder","Appendicularia","(0,20]",4,0.492610837438424,0.111261623362716
"Arrowtooth flounder","Amphipoda","(20,40]",3,0.0657894736842105,0.00916144406671705
"Arrowtooth flounder","Pleurogrammus monopterygius","(80,280]",1,14.2857142857143,2.74583493231351
"Pacific halibut","Pleurogrammus monopterygius","(60,80]",5,0.195541650371529,0.337392552820264
"Walleye pollock","Anomura","(60,80]",1,0.124378109452736,0.0620437374829794
"Pacific halibut","Anoplopoma fimbria","(80,280]",1,0.0896860986547085,0.00335702586835938
"Pacific cod","Non-teleost fish","(60,80]",1,0.032626427406199,0.0064711094418888
"Walleye pollock","Anomura","(20,40]",33,1.36532892014894,1.4027899415662
"Arrowtooth flounder","Anomura","(20,40]",16,0.350877192982456,0.105503189872314
"Pacific cod","Ophiurida","(20,40]",7,0.385887541345094,0.0116578818539127
"Pacific halibut","Gammaridea","(80,280]",6,0.538116591928251,0.00172185213814021
"Arrowtooth flounder","Anomura","(0,20]",1,0.123152709359606,0.027815405840679
"Walleye pollock","Cephalopoda","(0,20]",1,0.0560224089635854,0.095290610952576
"Pacific halibut","Sebastolobus sp.","(60,80]",4,0.156433320297223,0.44235649143406
"Walleye pollock","Annelida","(60,80]",3,0.373134328358209,0.124351490870142
"Walleye pollock","Caprellidae","(40,60]",4,0.056980056980057,0.0023626267547285
"Walleye pollock","Anomura","(0,20]",2,0.112044817927171,0.20011028300041
"Pacific cod","Atheresthes stomias","(20,40]",6,0.330760749724366,0.243595327790235
"Walleye pollock","Agonidae","(40,60]",4,0.056980056980057,0.00588614912474336
"Arrowtooth flounder","Trichodon trichodon","(40,60]",3,0.0624869818787753,0.138084998460346
"Arrowtooth flounder","Holothuroidea","(40,60]",1,0.0208289939595918,0.0254526703981496
"Arrowtooth flounder","Chionoecetes bairdi","(20,40]",3,0.0657894736842105,0.0155540961488263
"Arrowtooth flounder","Chionoecetes sp.","(20,40]",1,0.0219298245614035,0.00673875108018521
"Arrowtooth flounder","Cephalopoda","(0,20]",1,0.123152709359606,0.00519220909026008
"Pacific cod","Decapoda","(0,20]",1,0.268817204301075,0.0152693319285548
"Pacific halibut","Chionoecetes opilio","(40,60]",7,0.289136720363486,0.036620497775002
"Pacific cod","Aves","(60,80]",3,0.097879282218597,0.0227596411934793
"Walleye pollock","Lithodidae","(0,20]",2,0.112044817927171,0.00101643318349414
"Walleye pollock","Hippolytidae","(0,20]",15,0.840336134453782,0.404603934104638
"Walleye pollock","Invertebrate","(0,20]",1,0.0560224089635854,0.00101643318349414
"Pacific cod","Gadidae","(20,40]",1,0.0551267916207277,0.132870178794674
"Pacific cod","Thecosomata","(0,20]",4,1.0752688172043,0.281337440783622
"Arrowtooth flounder","Mollusca","(20,40]",2,0.043859649122807,0.0230257627543489
"Walleye pollock","Cnidaria","(40,60]",13,0.185185185185185,0.0352877265169203
"Walleye pollock","Cnidaria","(60,80]",2,0.248756218905473,0.0347656142628031
"Walleye pollock","Caprellidae","(20,40]",3,0.124120810922631,0.00319549926892567
"Walleye pollock","Pleurogrammus monopterygius","(40,60]",1,0.0142450142450142,0.00583364630797161
"Pacific cod","Liminda aspera","(40,60]",1,0.0186636804777902,0.0037017720148683
"Arrowtooth flounder","Gammaridea","(60,80]",2,0.327868852459016,0.00104798962215084
"Arrowtooth flounder","Lepidopsetta polyxystra","(60,80]",5,0.819672131147541,1.46067560606417
"Pacific halibut","Lepidopsetta polyxystra","(80,280]",1,0.0896860986547085,0.0292061250547266
"Pacific cod","Chaetognatha","(0,20]",3,0.806451612903226,0.0244309310856877
"Pacific halibut","Anomura","(20,40]",8,0.677966101694915,0.65581700479982
"Walleye pollock","Trichodon trichodon","(60,80]",1,0.124378109452736,0.601956261536992
"Walleye pollock","Unid","(20,40]",52,2.15142738932561,0.252741167177242
"Walleye pollock","Mollusca","(20,40]",3,0.124120810922631,0.00978735776082377
"Pacific cod","Ctenophora sp.","(60,80]",1,0.032626427406199,0.00649835621848622
"Arrowtooth flounder","Echinodermata","(40,60]",2,0.0416579879191835,0.00226983630973981
"Walleye pollock","Ctenophora sp.","(40,60]",27,0.384615384615385,0.375676613352333
"Walleye pollock","Ctenophora sp.","(0,20]",2,0.112044817927171,0.0381162443810304
"Walleye pollock","Hippoglossus stenolepis","(40,60]",1,0.0142450142450142,0.0014584115769929
"Pacific halibut","Cyclopteridae","(60,80]",3,0.117324990222917,0.232802913042111
"Walleye pollock","Mollusca","(40,60]",10,0.142450142450142,0.00620991649483578
"Walleye pollock","Ctenophora sp.","(60,80]",16,1.99004975124378,1.05496531057016
"Pacific halibut","Clupeoidei","(20,40]",1,0.0847457627118644,0.24200414772617
"Walleye pollock","Isopoda","(20,40]",6,0.248241621845263,0.0221265499378325
"Pacific cod","Anomura","(0,20]",2,0.537634408602151,1.183373224463
"Pacific cod","Chionoecetes opilio","(40,60]",5,0.0933184023889511,0.0170799760766023
"Pacific halibut","Trichodon trichodon","(60,80]",6,0.234649980445835,0.213386878740794
"Pacific halibut","Fish Eggs","(40,60]",2,0.0826104915324246,0.0306468295786708
"Walleye pollock","Hippoglossoides elassodon","(60,80]",2,0.248756218905473,0.0126727634007788
"Pacific halibut","Lithodidae","(20,40]",2,0.169491525423729,0.217803732953553
"Pacific cod","Appendicularia","(60,80]",2,0.065252854812398,0.00203669655065763
"Arrowtooth flounder","Unid Eggs","(60,80]",1,0.163934426229508,0.0110963607051266
"Pacific cod","Cyclopteridae","(20,40]",1,0.0551267916207277,0.0442900595982246
"Pacific halibut","Agonidae","(80,280]",1,0.0896860986547085,0.000671405173671876
"Pacific halibut","Unid Eggs","(80,280]",1,0.0896860986547085,0.0124209957129297
"Pacific halibut","Tunicata","(80,280]",1,0.0896860986547085,0.00234991810785157
"Arrowtooth flounder","Non-teleost fish","(40,60]",2,0.0416579879191835,0.00413594679363658
"Arrowtooth flounder","Cyclopteridae","(20,40]",2,0.043859649122807,0.00814350583708182
"Arrowtooth flounder","Unid Eggs","(20,40]",3,0.0657894736842105,0.00193652568805806
"Pacific cod","Mollusca","(80,280]",1,0.531914893617021,4.67694155087098e-05
"Walleye pollock","Fish Eggs","(20,40]",2,0.0827472072817542,9.1299979112162e-05
"Walleye pollock","Non-teleost fish","(40,60]",1,0.0142450142450142,0.00459983011383562
"Walleye pollock","Agonidae","(60,80]",1,0.124378109452736,0.00909270774005877
"Walleye pollock","Caprellidae","(0,20]",1,0.0560224089635854,0.00101643318349414
"Walleye pollock","Echinodea","(40,60]",2,0.0284900284900285,0.000140007511391319
"Walleye pollock","Octopoda","(60,80]",1,0.124378109452736,0.0106345606204869
"Pacific cod","Chionoecetes opilio","(60,80]",4,0.130505709624796,0.0223975315324995
"Pacific cod","Lepidopsetta polyxystra","(60,80]",1,0.032626427406199,0.00147541295275065
"Pacific cod","Chionoecetes opilio","(20,40]",1,0.0551267916207277,0.0121650030363123
"Pacific cod","Chionoecetes sp.","(80,280]",1,0.531914893617021,0.134228222509997
"Pacific halibut","Amphipoda","(40,60]",1,0.0413052457662123,7.29217166823678e-05
"Pacific cod","Gadus macrocephalus","(40,60]",4,0.0746547219111609,0.309900013844725
"Pacific cod","Sebastolobus sp.","(60,80]",3,0.097879282218597,0.0761465665568279
"Pacific cod","Holothuroidea","(60,80]",7,0.228384991843393,0.0430315154497306
"Pacific cod","Clupeoidei","(20,40]",2,0.110253583241455,0.129533660971607
"Pacific cod","Isopoda","(0,20]",2,0.537634408602151,0.0278665307696125
"Pacific halibut","Caprellidae","(40,60]",2,0.0826104915324246,0.00221130178696261
"Pacific halibut","Copepoda","(40,60]",1,0.0413052457662123,1.7737714868684e-05
"Pacific cod","Chionoecetes sp.","(0,20]",1,0.268817204301075,0.00114519989464161
"Walleye pollock","Echinodermata","(20,40]",1,0.0413736036408771,0.000182599958224324
"Pacific halibut","Copepoda","(20,40]",2,0.169491525423729,0.00146626042445856
"Pacific halibut","Unid Eggs","(40,60]",4,0.165220983064849,0.131456175749025
"Pacific halibut","Fish Eggs","(60,80]",2,0.0782166601486116,0.00435063667537375
"Pacific cod","Chaetognatha","(20,40]",4,0.220507166482911,0.0145419029014171
"Pacific halibut","Echinodea","(60,80]",3,0.117324990222917,0.0383669357399321
"Pacific halibut","Clypeasteroida","(40,60]",1,0.0413052457662123,0.000672062307802362
"Pacific cod","Pholidae","(60,80]",3,0.097879282218597,0.0102924698596779
"Pacific cod","Pholidae","(20,40]",2,0.110253583241455,0.0257915780393661
"Walleye pollock","Invertebrate","(40,60]",7,0.0997150997150997,0.00191635281216867
"Walleye pollock","Sebastolobus sp.","(60,80]",1,0.124378109452736,0.298179562184157
"Pacific cod","Trichodon trichodon","(40,60]",2,0.0373273609555804,0.0314650621263806
"Walleye pollock","Osmeridae","(0,20]",14,0.784313725490196,3.71430096078348
"Walleye pollock","Tunicata","(40,60]",37,0.527065527065527,0.16488217924851
"Arrowtooth flounder","Rajidae","(40,60]",1,0.0208289939595918,0.0471013463483558
"Pacific cod","Echinodea","(40,60]",3,0.0559910414333707,0.0214085814859883
"Walleye pollock","Tunicata","(20,40]",3,0.124120810922631,0.0384601162009982
"Walleye pollock","Ammodytidae","(0,20]",1,0.0560224089635854,0.190581221905152
"Walleye pollock","Tunicata","(60,80]",4,0.497512437810945,0.127097256273644
"Pacific cod","Tunicata","(40,60]",5,0.0933184023889511,0.0108585312436137
"Walleye pollock","Tunicata","(0,20]",1,0.0560224089635854,0.0127054147936768
"Arrowtooth flounder","Teleostei unid","(80,280]",1,14.2857142857143,0.0330823485820905
"Walleye pollock","Chionoecetes sp.","(40,60]",3,0.0427350427350427,0.00128048536459977
"Pacific cod","Offal","(20,40]",2,0.110253583241455,0.0206686944791715
"Walleye pollock","Ophiurida","(20,40]",2,0.0827472072817542,0.00344657421148412
"Pacific cod","Aves","(40,60]",3,0.0559910414333707,0.0038086298336975
"Arrowtooth flounder","Appendicularia","(20,40]",3,0.0657894736842105,0.0150654857986014
"Pacific halibut","Crustacea","(20,40]",5,0.423728813559322,0.0217519022191522
"Pacific halibut","Appendicularia","(60,80]",1,0.0391083300743058,2.34915587223205e-05
"Arrowtooth flounder","Unid","(60,80]",5,0.819672131147541,0.0096291752341154
"Pacific cod","Salmonidae","(60,80]",1,0.032626427406199,0.00136233882987133
"Pacific halibut","Mollusca","(80,280]",5,0.448430493273543,0.00544442455330525
"Pacific halibut","Crustacea","(80,280]",4,0.358744394618834,0.00449331198428167
"Pacific halibut","Holothuroidea","(60,80]",1,0.0391083300743058,0.00321990964887273
"Pacific halibut","Lepidopsetta polyxystra","(40,60]",1,0.0413052457662123,0.00502174416504522
"Arrowtooth flounder","Trichodon trichodon","(60,80]",1,0.163934426229508,0.190487525438006
"Pacific cod","Gastropod","(0,20]",3,0.806451612903226,0.255570443154186
"Pacific cod","Cyclopteridae","(80,280]",3,1.59574468085106,2.6255180631202
"Pacific cod","Ctenophora sp.","(40,60]",2,0.0373273609555804,0.051578023407165
"Walleye pollock","Pleuronectiformes","(0,20]",2,0.112044817927171,0.063527073968384
"Pacific cod","Lepidopsetta bilineata","(40,60]",2,0.0373273609555804,0.0252954421016001
"Pacific cod","Lepidopsetta bilineata","(20,40]",1,0.0551267916207277,0.155015208593786
"Pacific cod","Lithodidae","(80,280]",1,0.531914893617021,0.100320396266183
"Pacific cod","Ctenophora sp.","(20,40]",1,0.0551267916207277,0.00369083829985205
"Pacific halibut","Polychaeta","(0,20]",3,3.40909090909091,1.23492099161398
"Pacific halibut","Chionoecetes bairdi","(0,20]",1,1.13636363636364,0.136872963503948
"Pacific halibut","Cyclopteridae","(0,20]",1,1.13636363636364,0.904995863167894
"Pacific halibut","Cumacea","(40,60]",5,0.206526228831062,0.025137889511899
"Arrowtooth flounder","Myctophidae","(20,40]",1,0.0219298245614035,0.0245119525696163
"Pacific halibut","Mysidacea","(60,80]",2,0.0782166601486116,9.24001309744605e-05
"Pacific halibut","Unid Eggs","(60,80]",3,0.117324990222917,0.00228546764636265
"Arrowtooth flounder","Macrouridae","(40,60]",2,0.0416579879191835,0.267939373084504
"Pacific halibut","Echinodea","(40,60]",3,0.123915737298637,0.00461968929468838
"Arrowtooth flounder","Gastropod","(20,40]",1,0.0219298245614035,0.00549279468711169
"Pacific halibut","Hexagrammidae","(60,80]",2,0.0782166601486116,0.0756041885226397
"Pacific halibut","Mysidacea","(80,280]",1,0.0896860986547085,1.34281034734375e-05
"Arrowtooth flounder","Chionoecetes sp.","(40,60]",1,0.0208289939595918,0.00107749937075001
"Pacific halibut","Cumacea","(0,20]",1,1.13636363636364,0.00919296023533978
"Pacific halibut","Trichodon trichodon","(40,60]",1,0.0413052457662123,0.00538044017683416
"Pacific halibut","Bivalvia","(0,20]",2,2.27272727272727,1.42593027650381
"Pacific halibut","Myctophidae","(60,80]",1,0.0391083300743058,0.00819437771698366
"Pacific halibut","Atheresthes stomias","(20,40]",2,0.169491525423729,0.0380800644216179
"Arrowtooth flounder","Sebastolobus sp.","(40,60]",1,0.0208289939595918,0.024394011565939
"Pacific halibut","Hexagrammidae","(80,280]",1,0.0896860986547085,0.121753957004005
"Walleye pollock","Decapoda","(60,80]",1,0.124378109452736,5.28031808365782e-05
"Walleye pollock","Myctophidae","(20,40]",1,0.0413736036408771,0.136949968668243
"Pacific cod","Osmeridae","(0,20]",6,1.61290322580645,12.031851826403
"Pacific cod","Bivalvia","(0,20]",2,0.537634408602151,0.127498921603433
"Walleye pollock","Ctenophora sp.","(20,40]",2,0.0827472072817542,0.282459310378251
"Arrowtooth flounder","Chaetognatha","(0,20]",4,0.492610837438424,0.139077029203395
"Pacific cod","Salmonidae","(80,280]",2,1.06382978723404,1.84856114798176
"Arrowtooth flounder","Hippolytidae","(60,80]",1,0.163934426229508,0.00246585793447257
"Arrowtooth flounder","Teuthida","(0,20]",1,0.123152709359606,0.139077029203395
"Walleye pollock","Cnidaria","(20,40]",2,0.0827472072817542,0.0515844881983715
"Arrowtooth flounder","Agonidae","(40,60]",3,0.0624869818787753,0.00673773544906957
"Pacific halibut","Anoplopoma fimbria","(40,60]",2,0.0826104915324246,0.512422873984206
"Pacific halibut","Salmonidae","(60,80]",4,0.156433320297223,0.696133190138097
"Arrowtooth flounder","Cyclopteridae","(40,60]",2,0.0416579879191835,0.0148032802809118
"Pacific halibut","Crustacea","(60,80]",3,0.117324990222917,0.00339583532197099
"Pacific cod","Chaetognatha","(60,80]",1,0.032626427406199,0.000539486176629045
"Pacific halibut","Hexagrammidae","(40,60]",1,0.0413052457662123,0.190187720536446
"Pacific cod","Amphipoda","(0,20]",1,0.268817204301075,0.190866649106935
"Pacific cod","Chaetognatha","(40,60]",2,0.0373273609555804,9.48887559811241e-05
"Arrowtooth flounder","Cnidaria","(40,60]",1,0.0208289939595918,0.000448584250936722
"Walleye pollock","Lepidopsetta bilineata","(40,60]",1,0.0142450142450142,0.000437523473097871
"Pacific cod","Hippoglossoides elassodon","(80,280]",1,0.531914893617021,0.852372597646237
"Walleye pollock","Teuthida","(0,20]",3,0.168067226890756,0.0298577247651405
"Pacific cod","Stichaeidae","(80,280]",3,1.59574468085106,0.114949869437307
"Pacific cod","Ctenophora sp.","(80,280]",1,0.531914893617021,0.0210462369789194
"Pacific cod","Non-teleost fish","(40,60]",1,0.0186636804777902,0.000402259225615689
"Walleye pollock","Bivalvia","(0,20]",1,0.0560224089635854,0.000127054147936768
"Pacific cod","Lepidopsetta polyxystra","(20,40]",1,0.0551267916207277,0.0236656551786513
"Pacific cod","Lepidopsetta polyxystra","(40,60]",2,0.0373273609555804,0.0359392705683514
"Walleye pollock","Cottidae","(0,20]",1,0.0560224089635854,0.0102913859828782
"Walleye pollock","Gastropod","(0,20]",1,0.0560224089635854,0.00113078191663724
"Pacific cod","Liminda aspera","(60,80]",1,0.032626427406199,0.0503288833919364
"Pacific cod","Hippoglossoides elassodon","(20,40]",3,0.165380374862183,0.097113337345707
"Pacific halibut","Lepidopsetta polyxystra","(60,80]",3,0.117324990222917,0.119563681342399
"Pacific halibut","Paralithodes camtschaticus","(80,280]",1,0.0896860986547085,0.00945338484530002
"Arrowtooth flounder","Hippoglossoides elassodon","(0,20]",1,0.123152709359606,0.46359009734465
"Arrowtooth flounder","Mollusca","(0,20]",1,0.123152709359606,0.0155766272707802
"Walleye pollock","Gadidae","(20,40]",3,0.124120810922631,0.177441509404487
"Walleye pollock","Aves","(40,60]",1,0.0142450142450142,0.000245013144934808
"Walleye pollock","Ophiurida","(60,80]",1,0.124378109452736,2.11212723346313e-05
"Walleye pollock","Lithodidae","(40,60]",2,0.0284900284900285,5.25028167717445e-05
"Pacific halibut","Salmonidae","(40,60]",1,0.0413052457662123,0.0684084536768915
"Pacific halibut","Echinodea","(80,280]",2,0.179372197309417,0.0156101702878711
"Pacific halibut","Hippoglossoides elassodon","(20,40]",2,0.169491525423729,0.128119842913855
"Pacific cod","Lepidopsetta sp.","(20,40]",1,0.0551267916207277,0.00738167659970409
"Pacific halibut","Atheresthes stomias","(0,20]",1,1.13636363636364,0.510720013074432
"Pacific cod","Atheresthes stomias","(80,280]",3,1.59574468085106,1.42244734175268
"Pacific halibut","Cnidaria","(20,40]",2,0.169491525423729,0.0494684949028495
"Pacific cod","Sebastolobus sp.","(40,60]",1,0.0186636804777902,0.00308481001239025
"Pacific cod","Annelida","(80,280]",2,1.06382978723404,0.0155952616013793
"Pacific cod","Echinodea","(80,280]",1,0.531914893617021,0.00584149999703786
"Walleye pollock","Fish Eggs","(40,60]",6,0.0854700854700855,7.5837402003631e-05
"Pacific cod","Lepidopsetta bilineata","(60,80]",1,0.032626427406199,0.10830593697477
"Walleye pollock","Ophiurida","(40,60]",1,0.0142450142450142,2.91682315398581e-06
"Pacific halibut","Unid Eggs","(20,40]",1,0.0847457627118644,0.0782954595584668
"Walleye pollock","Non-teleost fish","(60,80]",1,0.124378109452736,0.000116166997840472
"Walleye pollock","Mollusca","(0,20]",1,0.0560224089635854,0.00127054147936768
"Arrowtooth flounder","Cnidaria","(20,40]",1,0.0219298245614035,0.00203587645927046
"Pacific halibut","Myctophidae","(80,280]",1,0.0896860986547085,0.00302132328152344
"Walleye pollock","Non-teleost fish","(20,40]",1,0.0413736036408771,0.000570624869451013
"Arrowtooth flounder","Brachyura","(60,80]",1,0.163934426229508,0.000277409017628164
"Pacific halibut","Appendicularia","(40,60]",1,0.0413052457662123,0.000423734299640786
"Pacific halibut","Chionoecetes opilio","(80,280]",1,0.0896860986547085,0.00414256992155548
"Arrowtooth flounder","Crustacea","(60,80]",1,0.163934426229508,7.32359806538354e-05
"Arrowtooth flounder","Bathylagidae","(20,40]",1,0.0219298245614035,0.0554654182563643
"Pacific cod","Anoplopoma fimbria","(80,280]",1,0.531914893617021,1.42377788485448
"Walleye pollock","Octopoda","(20,40]",1,0.0413736036408771,0.00209989951957973
"Walleye pollock","Clupeoidei","(20,40]",1,0.0413736036408771,0.0183512958015446
"Walleye pollock","Clupeoidei","(0,20]",1,0.0560224089635854,0.191216492644836
"Walleye pollock","Salmonidae","(40,60]",1,0.0142450142450142,0.0630325483576333
"Pacific cod","Lithodidae","(20,40]",1,0.0551267916207277,0.00797221072768042
"Pacific cod","Echinodermata","(80,280]",1,0.531914893617021,0.0203914651617975
"Arrowtooth flounder","Majidae","(40,60]",1,0.0208289939595918,0.00449301985738221
